age,workclass,fnlwgt,education,education-level,marital,occupation,relationship,race,sex,capital-gain,capital,hours,native,income
0,Private,1,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,0
0,Private,1,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,?,0
0,Private,1,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,0,United-States,0
0,Private,1,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,1
1,Private,0,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,1,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,0,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,1
1,Self-emp-not-inc,1,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,0
0,Private,0,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,0,United-States,0
1,Self-emp-inc,0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,0
0,Private,1,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,0,United-States,0
0,Private,1,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,0
1,Federal-gov,0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,3103,0,0,United-States,1
0,Private,1,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,3103,0,0,United-States,1
1,Private,0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,0,United-States,0
1,Self-emp-not-inc,0,Bachelors,13,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,1,South,0
0,Private,1,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female,0,0,0,United-States,0
1,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,1
1,Self-emp-not-inc,1,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,0
1,Private,1,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
1,Private,1,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,White,Female,0,0,1,?,0
1,Local-gov,0,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Male,6849,0,0,United-States,0
1,Private,1,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,1
0,Local-gov,0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,0,Puerto-Rico,0
0,Private,0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,0
0,Private,1,10th,6,Never-married,Other-service,Own-child,Black,Male,0,0,0,United-States,0
0,Private,1,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,0,HS-grad,9,Separated,Farming-fishing,Own-child,White,Male,0,0,0,United-States,0
1,Private,0,Bachelors,13,Never-married,Other-service,Other-relative,White,Female,0,0,1,United-States,0
0,Private,1,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,Germany,0
0,Self-emp-not-inc,1,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,1
0,State-gov,1,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,0
1,Federal-gov,1,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,1
0,Private,0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,0
1,Self-emp-inc,1,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,0,United-States,1
0,Private,1,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,0,United-States,0
0,Private,1,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,0,United-States,0
1,Private,0,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,0,United-States,0
1,Private,0,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,0,United-States,0
0,Self-emp-inc,0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,1
0,Private,0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,0
1,Private,1,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,1
0,Private,1,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,0
0,Local-gov,1,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0,1,?,0
1,Private,1,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,0,United-States,0
1,Private,0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,10520,0,1,United-States,1
0,Private,1,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,0
0,Private,1,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,0
0,Private,0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
1,Private,1,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,Iran,0
0,Private,1,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,0
1,Private,1,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,0,United-States,0
0,Private,0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,0,United-States,0
1,Private,0,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,1,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,Mexico,0
1,Private,1,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,Mexico,0
0,Private,1,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,0,United-States,0
1,Private,0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,1
0,Private,0,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,0
1,Private,0,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,1,?,1
1,Self-emp-not-inc,1,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,0,Haiti,1
1,Private,1,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,2001,0,United-States,0
0,Private,1,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,1
1,Local-gov,0,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,0,United-States,1
0,Local-gov,1,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,1,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,0,Mexico,0
1,Self-emp-inc,0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,1,United-States,1
0,Private,0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,Mexico,1
0,Private,0,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,0,United-States,0
0,?,0,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,0
1,Self-emp-not-inc,1,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,0
1,Private,1,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,0
1,Private,1,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,1,United-States,1
1,Self-emp-not-inc,1,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,3137,0,0,United-States,0
0,Private,1,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,0
0,Private,0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,0
0,Private,1,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,Mexico,0
0,Private,1,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,0
1,Local-gov,1,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,0,United-States,0
1,Local-gov,0,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,0,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,0
1,Self-emp-not-inc,1,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
0,Private,1,Some-college,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,0,United-States,0
0,Local-gov,1,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,0
0,Private,1,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,1,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,Mexico,0
1,Self-emp-not-inc,0,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
1,Local-gov,0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,0
0,?,1,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,0
0,Private,1,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
0,Private,0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
0,Private,1,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,0,United-States,0
1,Self-emp-inc,1,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,1
0,Private,0,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,0,United-States,0
1,Self-emp-not-inc,1,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,0
0,Federal-gov,0,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,0,United-States,0
0,Local-gov,1,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,0
1,Federal-gov,0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,0
0,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
0,Self-emp-not-inc,1,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,0,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7688,0,1,United-States,1
0,Private,1,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,0
0,Private,0,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,1,United-States,0
0,Private,1,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,United-States,0
0,Self-emp-not-inc,0,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,0
0,State-gov,0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,1
0,Private,1,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,1
1,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
0,Local-gov,1,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,1,United-States,0
1,Private,0,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,0,United-States,0
0,Self-emp-not-inc,0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
0,Private,0,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
0,Private,0,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,Yugoslavia,0
1,Private,0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
0,Private,1,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,0
0,Private,0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,0
1,?,0,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,0,12th,8,Divorced,Protective-serv,Other-relative,White,Male,0,0,0,United-States,0
0,?,0,HS-grad,9,Never-married,?,Own-child,White,Female,0,1602,0,United-States,0
0,Private,1,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
1,Private,1,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,0
1,Private,0,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,0,?,0
1,Private,0,Assoc-acdm,12,Widowed,Prof-specialty,Unmarried,White,Female,0,0,0,United-States,0
1,Self-emp-not-inc,1,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,0,United-States,1
0,Private,1,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,1,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,0
1,?,1,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,0
1,Private,1,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,1,United-States,1
0,Private,0,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,0,United-States,0
1,Private,1,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,?,0
1,Federal-gov,0,Bachelors,13,Never-married,Transport-moving,Not-in-family,Black,Male,0,2001,1,United-States,0
1,Private,0,HS-grad,9,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,0,United-States,0
0,Private,0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
0,Private,0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,0,United-States,1
0,Self-emp-not-inc,1,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
0,Self-emp-not-inc,1,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,0
0,Private,0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,0
1,Self-emp-inc,0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,1
0,Private,1,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,1,United-States,0
1,Private,1,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,1,United-States,1
0,Private,0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,0
1,Federal-gov,0,Masters,14,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,0,United-States,1
1,Self-emp-not-inc,1,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,2346,0,0,United-States,0
1,Private,1,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,Yugoslavia,0
1,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,0
1,Private,1,Some-college,10,Separated,Sales,Unmarried,Black,Female,0,0,0,United-States,0
0,Private,1,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
1,Self-emp-not-inc,0,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
1,Private,1,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
0,Local-gov,0,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
1,Private,1,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,1
0,Private,1,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,0,United-States,0
1,Self-emp-not-inc,1,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,0
0,?,1,Some-college,10,Never-married,?,Other-relative,White,Female,0,0,0,United-States,0
1,Private,1,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,1,United-States,0
1,Local-gov,1,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,0,United-States,1
1,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,0,United-States,1
1,Private,0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,1,United-States,1
0,Private,1,11th,7,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,0
1,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
1,Private,0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,1
0,Private,0,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,0,United-States,0
0,Private,1,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,Mexico,0
1,State-gov,0,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Female,0,0,0,Columbia,0
0,Private,0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,United-States,0
1,Local-gov,1,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,1,United-States,0
0,Private,0,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,1
1,?,0,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,0,Mexico,0
1,Private,1,Bachelors,13,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,0,?,0
1,Private,0,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,0,United-States,1
1,Private,0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,1
0,Private,0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,0
0,Private,1,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,0
0,Federal-gov,1,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,0
0,Local-gov,0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,0
0,Private,1,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,Mexico,0
1,Private,1,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,1
1,Private,0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,1,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,1,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,0
0,Private,0,Some-college,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,0,?,0
1,Private,0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,1
1,Private,1,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,0
1,Self-emp-inc,1,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,0
0,Private,1,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,1
1,Self-emp-not-inc,1,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,1
0,Private,0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,0
1,Self-emp-not-inc,1,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,0
1,Private,0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,1,United-States,1
0,Private,0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,1
0,Private,0,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
0,Private,1,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,0
0,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
1,Private,1,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,0
0,?,1,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,0,United-States,0
1,Private,1,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,0,0,United-States,0
1,State-gov,1,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,1,United-States,0
0,Private,0,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,0,United-States,0
0,Private,0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,India,0
1,Self-emp-not-inc,1,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,0
1,?,0,10th,6,Divorced,?,Unmarried,White,Male,0,0,0,United-States,0
1,Local-gov,1,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,0,United-States,0
0,Private,1,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,Mexico,0
1,Private,0,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,0
1,Self-emp-not-inc,1,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,1
0,Private,1,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,0,United-States,0
1,Self-emp-not-inc,0,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,1,South,0
1,Local-gov,1,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,0,United-States,0
1,?,0,Doctorate,16,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,1
1,Self-emp-not-inc,0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,0
0,Private,0,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,0
1,Private,0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,1
0,Self-emp-not-inc,0,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,1,United-States,0
0,Private,1,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,0,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,4934,0,0,United-States,1
0,Self-emp-not-inc,1,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0,0,0,United-States,0
0,Private,0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,0
0,State-gov,0,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,594,0,0,United-States,0
1,State-gov,1,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,1,United-States,1
0,Self-emp-not-inc,1,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,1,United-States,0
0,Private,1,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,0
1,Self-emp-not-inc,1,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,0
1,Federal-gov,0,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Female,0,0,0,United-States,0
0,?,1,12th,8,Never-married,?,Own-child,White,Male,0,0,0,United-States,0
0,Private,1,Some-college,10,Separated,Adm-clerical,Not-in-family,Black,Male,0,0,0,United-States,0
0,Private,1,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,1
0,Private,1,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,1,United-States,0
1,Self-emp-inc,0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,1,United-States,1
1,Private,1,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,1
0,State-gov,1,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,0,United-States,0
1,?,1,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,0
0,Local-gov,1,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,0,United-States,0
1,Private,1,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,1,United-States,0
1,Private,1,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,0,United-States,0
0,Private,1,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,0
0,Self-emp-inc,0,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,0,0,United-States,0
1,Private,0,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,0,United-States,0
1,Self-emp-inc,1,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
1,Private,0,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,1,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
0,Private,1,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,Greece,1
0,Private,0,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,0,United-States,0
1,Local-gov,0,HS-grad,9,Widowed,Protective-serv,Not-in-family,Black,Male,0,0,0,United-States,0
0,Private,0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,1
1,Private,1,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,0,United-States,0
1,Federal-gov,1,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,1
0,Private,1,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Male,0,0,0,Philippines,0
0,Local-gov,1,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,Canada,0
0,Private,1,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,0
0,Private,0,HS-grad,9,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,0,United-States,0
1,Self-emp-not-inc,0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,0
